,id,song,artist,genre,tonality,capo,chords,roman numerals,mode
511,1199944,Impossible,James Arthur,Rock,Em,0,"Em,G,D,C,C,D,Em,D,Em,G,D,C,Em,G,D,C,C,D,Em,Em,D,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,C,D,Em,D,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C","im,iii,bvii,bvi,bvi,bvii,im,bvii,im,iii,bvii,bvi,im,iii,bvii,bvi,bvi,bvii,im,im,bvii,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,bvi,bvii,im,bvii,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi",Minor
512,1201071,Silent Night,Misc Christmas,,G,0,"G,D,D7,G,G7,C,G,C,G,D,D7,G,Em,G,D,G,G,D,D7,G,G7,C,G,C,G,D,D7,G,Em,G,D,G,G,D,D7,G,G7,C,G,C,G,D,D7,G,Em,G,D,G","i,v,v7,i,i7,iv,i,iv,i,v,v7,i,vim,i,v,i,i,v,v7,i,i7,iv,i,iv,i,v,v7,i,vim,i,v,i,i,v,v7,i,i7,iv,i,iv,i,v,v7,i,vim,i,v,i",Major
513,1213220,High Hopes,Kodaline,Alternative,C,4,"C,Am,F,C,E7,Am,G,F,C,E7,Am,G,F,G,C,Am,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,C,G,Am,G,F,C,E7,Am,G,F,C,E7,Am,G,F,G,C,Am,F,C,E7,Am,G,F,G,C,Am,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,C,G,Am,G,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,G,C,Am,F,C,E7,Am,G,F,G,F,C,G,Am,G,F,C,E7,Am,G,F,C,E7,Am,G,F,G,F,G,F,G,F,G,C,Am,F,G,C","i,vim,iv,i,iii7,vim,v,iv,i,iii7,vim,v,iv,v,i,vim,iv,i,iii7,vim,v,iv,i,iii7,vim,v,iv,v,iv,i,v,vim,v,iv,i,iii7,vim,v,iv,i,iii7,vim,v,iv,v,i,vim,iv,i,iii7,vim,v,iv,v,i,vim,iv,i,iii7,vim,v,iv,i,iii7,vim,v,iv,v,iv,i,v,vim,v,iv,i,iii7,vim,v,iv,i,iii7,vim,v,iv,v,iv,v,i,vim,iv,i,iii7,vim,v,iv,v,iv,i,v,vim,v,iv,i,iii7,vim,v,iv,i,iii7,vim,v,iv,v,iv,v,iv,v,iv,v,i,vim,iv,v,i",Major
514,1215756,Wagon Wheel,Darius Rucker,Country,G,2,"G,D,Em,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C","i,v,vim,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv,i,v,vim,iv,i,v,iv",Major
515,1218238,Oceans Where Feet May Fail,Hillsong United,Inspirational,Bm,0,"Bm,A/C#,D,A,G,Bm,A/C#,D,A,G,Bm,A/C#,D,A,G,G,D,A,G,D,A,G,D,A,G,A,Bm,Bm,A/C#,D,A,Bm,A/C#,D,A,G,Bm,A/C#,D,A,G,G,D,A,G,D,A,G,D,A,G,A,Bm,Bm,A/C#,D,A,Bm,A/C#,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,Em,G,D,A,Em,Bm,A/C#,D,A,Em,Bm,A/C#,D,A,Em,Bm,A/C#,D,A,Em,Bm,A/C#,D,A,Em,G,D,A,G,D,A,G,D,A,G,A,Bm,A/C#,D,A,G,Bm,A/C#,D","im,bvii,iii,bvii,bvi,im,bvii,iii,bvii,bvi,im,bvii,iii,bvii,bvi,bvi,iii,bvii,bvi,iii,bvii,bvi,iii,bvii,bvi,bvii,im,im,bvii,iii,bvii,im,bvii,iii,bvii,bvi,im,bvii,iii,bvii,bvi,bvi,iii,bvii,bvi,iii,bvii,bvi,iii,bvii,bvi,bvii,im,im,bvii,iii,bvii,im,bvii,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,bvi,iii,bvii,ivm,bvi,iii,bvii,ivm,im,bvii,iii,bvii,ivm,im,bvii,iii,bvii,ivm,im,bvii,iii,bvii,ivm,im,bvii,iii,bvii,ivm,bvi,iii,bvii,bvi,iii,bvii,bvi,iii,bvii,bvi,bvii,im,bvii,iii,bvii,bvi,im,bvii,iii",Minor
516,1227805,Pompeii,Bastille,Alternative,F#m,2,"C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,D,C,G,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,D,C,G,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,Em,D,C,G,D,C,G,D,C,G,Em,D,C,G,Em,D","bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bvi,bv,bii,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bvi,bv,bii,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi,bv,bii,bvi,bv,bii,bvi,bv,bii,bviim,bvi,bv,bii,bviim,bvi",Minor
517,1231873,Still Into You,Paramore,Alternative,F,5,"C,C,Am,Am,C,C,Am,Am,F,G,C,F,G,C,F,G,C,F,G,Am,C,F,G,C,C,C,Am,Am,C,C,Am,Am,F,G,C,F,G,C,F,G,C,F,G,Am,C,F,G,C,C,C,Am,G,C,C,Am,G,C,C,Am,G,C,C,Am,G,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,C,F,G,Am,G,F,G,C","v,v,iiim,iiim,v,v,iiim,iiim,i,ii,v,i,ii,v,i,ii,v,i,ii,iiim,v,i,ii,v,v,v,iiim,iiim,v,v,iiim,iiim,i,ii,v,i,ii,v,i,ii,v,i,ii,iiim,v,i,ii,v,v,v,iiim,ii,v,v,iiim,ii,v,v,iiim,ii,v,v,iiim,ii,i,ii,v,i,ii,v,i,ii,v,i,ii,v,i,ii,iiim,v,i,ii,iiim,ii,i,ii,v",Major
518,1233464,Counting Stars,OneRepublic,Pop/Rock,Am,4,"Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,Dm,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F","im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,bvi,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,bvi,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,bvi,ivm,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi,im,iii,bvii,bvi",Minor
519,1237247,Riptide,Vance Joy,Alternative,Bbm,1,"Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,C,Am,G,C,Fmaj7,Am,G,C,Fmaj7,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C","viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,ii,viim,vi,ii,vmaj7,viim,vi,ii,vmaj7,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii,viim,vi,ii",Minor
520,1237978,Sweater Weather,The Neighbourhood,Alternative,C,3,"C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,D,Am,G,D,Am,G,D,Am,G,D,Am,G,D,Am,G,D,Am,G,D,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C","i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,ii,vim,v,ii,vim,v,ii,vim,v,ii,vim,v,ii,vim,v,ii,vim,v,ii,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i,vim,iiim,v,i",Major
521,1239950,Get Lucky,Daft Punk,Dance,Bm,2,"Am,C,Em,D,Am,C,Em,D,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D,Am,C,Em,D","bviim,bii,ivm,iii,bviim,bii,ivm,iii,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii,bviim,bii,ivm,iii",Minor
522,1240872,The One That Got Away,Katy Perry,Pop,E,4,"C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,G,Am,Dm,G,Am,Dm,G,Am,Dm,G,C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,C,Em,Am,F,F","bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bii,bvi,im,ivm,bii,biii,ivm,bviim,biii,ivm,bviim,biii,ivm,bviim,biii,bvi,im,ivm,bii,bvi,im,ivm,bii,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bii",Major
523,1243327,Stolen Dance,Milky Chance,,G#m,0,"G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,G#m,F#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,G#m,F#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,G#m,F#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#,G#m,F#,E,B,D#","im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,im,bvii,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,im,bvii,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,im,bvii,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v,im,bvii,bvi,iii,v",Minor
524,1244521,Tum Hi Ho,Arijit Singh,,Fm,1,"Em,C,D,B7,C,Em,C,D,B7,C,Em,C,D,B7,C,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Bm,Am,Em,Em,C,D,B7,C,Em,C,D,B7,C,D,G,B7,C,D,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Bm,Am,Em,C,Bm,C,Bm,Am,Em,Am,Em,D,G,B7,C,D,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Am,D,Bm,C,Em,Am,D,Bm,C","viim,v,vi,#iv7,v,viim,v,vi,#iv7,v,viim,v,vi,#iv7,v,viim,#iiim,vi,#ivm,v,viim,#iiim,vi,#ivm,v,viim,#ivm,#iiim,viim,viim,v,vi,#iv7,v,viim,v,vi,#iv7,v,vi,ii,#iv7,v,vi,viim,#iiim,vi,#ivm,v,viim,#iiim,vi,#ivm,v,viim,#ivm,#iiim,viim,v,#ivm,v,#ivm,#iiim,viim,#iiim,viim,vi,ii,#iv7,v,vi,viim,#iiim,vi,#ivm,v,viim,#iiim,vi,#ivm,v,viim,#iiim,vi,#ivm,v,viim,#iiim,vi,#ivm,v",Minor
525,1248578,All Of Me,John Legend,R&B/Soul,Em,1,"Em,C,G,D,Em,Cmaj7,G,D,Em,C,G,D,Em,Cmaj7,G,D,Em,Cadd9,G,D,Amadd9,Am,G,D,Amadd9,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Am,Am,G,D,Amadd9,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Am,G,D,Amadd9,Am,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Em,C,G,D,Em,C,G,D","im,bvi,iii,bvii,im,bvimaj7,iii,bvii,im,bvi,iii,bvii,im,bvimaj7,iii,bvii,im,bviadd9,iii,bvii,ivm,ivm,iii,bvii,ivm,iii,bvii,iii,im,bvii,iii,im,bvii,im,bvi,iii,bviiadd9,im,bvi,iii,bviiadd9,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,ivm,ivm,iii,bvii,ivm,iii,bvii,iii,im,bvii,iii,im,bvii,im,bvi,iii,bviiadd9,im,bvi,iii,bviiadd9,ivm,iii,bvii,ivm,ivm,iii,bvii,iii,im,bvii,iii,im,bvii,im,bvi,iii,bviiadd9,im,bvi,iii,bviiadd9,im,bvi,iii,bvii,im,bvi,iii,bvii",Minor
526,1252037,We Cant Stop,Miley Cyrus,Pop,E,4,"C,Em,Am,F,C,Em,Am,F,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C,Em,Am,F,C","bvi,im,ivm,bii,bvi,im,ivm,bii,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi,im,ivm,bii,bvi",Major
527,1397194,Wake Me Up,Avicii,Dance/Electronic,Bm,0,"Bm,G,D,A,Bm,G,D,A,F#,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A","im,bvi,iii,bvii,im,bvi,iii,bvii,v,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii,im,bvi,iii,bvii",Minor
528,1397339,Wake Me Up,Avicii,Dance/Electronic,Bm,0,"Bm,G,D,A,Bm,G,D,F#,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm,G,D,A,Bm,G,D,F#,Bm","im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,im,bvi,iii,bvii,im,bvi,iii,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im,bvi,iii,bvii,im,bvi,iii,v,im",Minor
529,1399397,Lay Me Down,Sam Smith,Pop,E,0,"E,Aadd9,E,Aadd9,F#m,A,C#m,B,F#m,A,E,E,C#m,F#m,A,E,C#m,F#m,A,E,E,A,E,A,F#m,A,C#m,B,F#m,A,E,B/D#,C#m,F#m,A,E,C#m,F#m,A,F#m,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,F#m,A,D,B7sus2,E,C#m,F#m,A,E","i,ivadd9,i,ivadd9,iim,iv,vim,v,iim,iv,i,i,vim,iim,iv,i,vim,iim,iv,i,i,iv,i,iv,iim,iv,vim,v,iim,iv,i,v,vim,iim,iv,i,vim,iim,iv,iim,iim,iv,bvii,v7sus2,iim,iv,bvii,v7sus2,iim,iv,bvii,v7sus2,iim,iv,bvii,v7sus2,iim,iv,bvii,v7sus2,i,vim,iim,iv,i",Major
530,1401417,Great Are You Lord,All Sons & Daughters,Praise & Worship,A,0,"D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,D,F#m,E,A,Asus,D2,A,A,Asus,D2,A,D,F#m,E","iv,vim,v,iv,vim,v,iv,vim,v,iv,vim,v,iv,vim,v,iv,vim,v,iv,vim,v,i,isus,iv2,i,i,isus,iv2,i,iv,vim,v",Major
531,1414329,Almost Is Never Enough,Ariana Grande,Pop,D,0,"D,D,D,D,Am,G,Gm,D,Am,G,Gm,Bm,Bbaug,D,E,G,D,A#,A,D,Am,G,Gm,D,Am,G,Gm,Bm,Bbaug,Am,G,D,Am,G,Gm,D,D,Am,G,Gm,D,Am,G,Gm,Bm,Bbaug,D,E,G,D,A#,A,D,Am,G,Gm,D,Am,G,Gm,Bm,F#,Am,G,D,Am,G,Gm,D","i,i,i,i,vm,iv,ivm,i,vm,iv,ivm,vim,bviaug,i,ii,iv,i,#v,v,i,vm,iv,ivm,i,vm,iv,ivm,vim,bviaug,vm,iv,i,vm,iv,ivm,i,i,vm,iv,ivm,i,vm,iv,ivm,vim,bviaug,i,ii,iv,i,#v,v,i,vm,iv,ivm,i,vm,iv,ivm,vim,iii,vm,iv,i,vm,iv,ivm,i",Major
532,1414450,Wrecking Ball,Miley Cyrus,Pop,F,3,"Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,D,A,Bm,G,D,A,Bm,G,Bm,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,Bm,D,A,G,D,A,Bm,G,D,A,Bm,G,Bm,G,D,A,Bm,G,D,A,Bm,G,Bm,G,Bm,D,F#m,G,Bm,D,F#m,Bm,D,A,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,Bm,G","#ivm,vi,iii,ii,#ivm,vi,iii,ii,#ivm,vi,iii,ii,#ivm,vi,iii,ii,vi,iii,#ivm,ii,vi,iii,#ivm,ii,#ivm,ii,#ivm,vi,iii,ii,#ivm,vi,iii,ii,#ivm,vi,iii,ii,#ivm,vi,iii,ii,vi,iii,#ivm,ii,vi,iii,#ivm,ii,#ivm,ii,vi,iii,#ivm,ii,vi,iii,#ivm,ii,#ivm,ii,#ivm,vi,#im,ii,#ivm,vi,#im,#ivm,vi,iii,ii,vi,iii,#ivm,ii,vi,iii,#ivm,ii,vi,iii,#ivm,ii,vi,iii,#ivm,ii,#ivm,ii",Major
